01,01,18.5075  
01,02,15.5127  
01,03,7.23089  
01,04,7.84532  
01,05,14.1394  
01,06,17.3237  
01,07,18.6015  
01,08,17.7445  
01,09,17.7377  
01,10,16.5817  
01,11,15.9421  
01,12,15.4064  
01,13,10.2280  
01,14,8.62032  
01,15,11.9815  
01,16,13.2640  
01,17,15.2547  
01,18,15.1075  
01,19,12.4934  
01,20,13.4808  
01,21,16.5115  
01,22,15.6310  
01,23,14.8350  
01,24,16.7934  
01,25,19.2788  
01,26,19.6938  
01,27,17.5399  
01,28,16.0147  
01,29,15.0412  
01,30,15.2794  
01,31,17.5751  
02,01,18.3736  
02,02,18.8130  
02,03,18.4841  
02,04,18.6880  
02,05,19.6304  
02,06,17.3668  
02,07,15.1529  
02,08,15.8617  
02,09,14.0275  
02,10,12.4384  
02,11,10.5405  
02,12,6.71405  
02,13,9.73110  
02,14,11.2375  
02,15,15.1406  
02,16,18.6042  
02,17,18.6224  
02,18,17.9259  
02,19,15.3940  
02,20,14.2147  
02,21,16.7552  
02,22,19.4455  
02,23,22.9393  
02,24,23.6067  
02,25,17.9521  
02,26,16.0656  
02,27,17.8848  
02,28,18.9217  
02,29,21.0016  
03,01,22.7906  
03,02,24.6930  
03,03,23.0497  
03,04,15.9355  
03,05,15.4122  
03,06,17.1083  
03,07,19.4636  
03,08,22.8712  
03,09,22.1462  
03,10,19.7187  
03,11,20.7606  
03,12,21.0736  
03,13,22.6223  
03,14,26.1936  
03,15,28.2076  
03,16,28.7218  
03,17,27.9587  
03,18,28.0736  
03,19,28.5379  
03,20,28.8720  
03,21,28.0024  
03,22,26.7322  
03,23,25.0476  
03,24,24.3769  
03,25,24.1246  
03,26,25.8318  
03,27,26.9918  
03,28,26.8830  
03,29,27.5935  
03,30,26.9637  
03,31,25.8638  
04,01,27.0294  
04,02,28.7508  
04,03,29.5323  
04,04,28.5631  
04,05,26.5648  
04,06,22.9631  
04,07,22.1121  
04,08,24.8539  
04,09,25.9906  
04,10,25.9630  
04,11,23.4397  
04,12,20.6992  
04,13,22.2166  
04,14,24.7299  
04,15,26.3968  
04,16,26.4148  
04,17,26.3574  
04,18,24.5993  
04,19,21.1491  
04,20,22.5195  
04,21,24.3393  
04,22,23.4093  
04,23,19.4303  
04,24,19.6542  
04,25,24.6473  
04,26,27.8619  
04,27,27.6759  
04,28,28.3958  
04,29,29.8678  
04,30,31.3340  
05,01,31.1726  
05,02,31.1546  
05,03,29.8684  
05,04,29.2866  
05,05,30.5531  
05,06,31.0420  
05,07,28.8890  
05,08,28.1700  
05,09,26.5669  
05,10,24.6637  
05,11,26.0129  
05,12,25.6859  
05,13,23.8627  
05,14,24.6729  
05,15,27.2031  
05,16,28.0398  
05,17,28.4613  
05,18,28.1208  
05,19,28.1156  
05,20,29.0097  
05,21,29.7520  
05,22,28.7414  
05,23,28.3980  
05,24,30.1769  
05,25,31.9513  
05,26,33.0835  
05,27,32.7591  
05,28,31.5875  
05,29,30.2484  
05,30,30.7762  
05,31,31.7993  
06,01,29.3247  
06,02,26.9055  
06,03,28.5989  
06,04,28.6306  
06,05,27.3962  
06,06,27.2226  
06,07,28.2756  
06,08,29.2955  
06,09,29.2528  
06,10,27.8540  
06,11,26.3438  
06,12,28.8727  
06,13,30.9873  
06,14,31.0807  
06,15,29.9620  
06,16,29.5578  
06,17,29.6938  
06,18,30.4112  
06,19,31.0456  
06,20,31.4458  
06,21,31.7324  
06,22,32.8556  
06,23,33.9271  
06,24,33.4882  
06,25,33.2586  
06,26,33.1079  
06,27,32.5298  
06,28,34.6965  
06,29,37.9157  
06,30,39.3563  
07,01,39.4133  
07,02,36.4963  
07,03,35.0570  
07,04,35.2105  
07,05,35.6719  
07,06,35.8662  
07,07,35.0105  
07,08,34.5073  
07,09,34.7452  
07,10,34.3186  
07,11,32.9315  
07,12,30.6971  
07,13,30.3978  
07,14,31.9992  
07,15,32.4018  
07,16,32.8949  
07,17,33.2917  
07,18,33.0460  
07,19,32.8607  
07,20,31.9551  
07,21,31.2390  
07,22,32.6797  
07,23,33.9567  
07,24,34.7349  
07,25,35.1683  
07,26,35.1941  
07,27,34.6279  
07,28,34.3680  
07,29,34.5011  
07,30,34.4006  
07,31,32.4484  
08,01,32.2966  
08,02,34.6301  
08,03,33.7200  
08,04,32.3789  
08,05,31.8718  
08,06,31.4738  
08,07,30.6756  
08,08,31.5379  
08,09,31.6323  
08,10,30.0162  
08,11,29.6220  
08,12,30.1251  
08,13,30.5428  
08,14,30.6550  
08,15,30.8949  
08,16,31.6489  
08,17,31.4009  
08,18,30.6552  
08,19,29.1364  
08,20,28.1798  
08,21,29.1595  
08,22,29.6848  
08,23,29.9999  
08,24,30.3734  
08,25,30.3519  
08,26,31.0750  
08,27,31.5198  
08,28,30.4236  
08,29,29.8609  
08,30,29.1370  
08,31,29.5705  
09,01,31.5417  
09,02,31.8367  
09,03,30.3310  
09,04,28.2000  
09,05,28.7351  
09,06,30.1840  
09,07,31.3815  
09,08,31.0088  
09,09,28.7276  
09,10,28.0344  
09,11,28.1287  
09,12,27.8017  
09,13,27.5048  
09,14,27.6826  
09,15,28.8874  
09,16,29.3571  
09,17,28.8119  
09,18,26.6595  
09,19,26.0088  
09,20,26.4901  
09,21,27.4811  
09,22,28.7756  
09,23,28.1900  
09,24,26.4729  
09,25,26.3745  
09,26,28.0046  
09,27,29.1648  
09,28,29.4538  
09,29,28.3970  
09,30,25.6781  
10,01,24.3790  
10,02,24.1819  
10,03,23.8400  
10,04,25.5579  
10,05,27.2960  
10,06,27.0793  
10,07,24.2640  
10,08,20.1432  
10,09,19.9340  
10,10,22.2622  
10,11,23.7642  
10,12,25.0113  
10,13,25.0643  
10,14,24.7860  
10,15,24.8719  
10,16,23.9242  
10,17,23.7836  
10,18,24.1953  
10,19,23.4571  
10,20,22.4113  
10,21,23.0435  
10,22,24.9350  
10,23,25.6571  
10,24,26.1047  
10,25,26.5534  
10,26,26.5511  
10,27,23.4102  
10,28,18.3082  
10,29,15.7559  
10,30,14.8538  
10,31,17.1348  
11,01,18.8905  
11,02,21.7296  
11,03,25.2685  
11,04,24.5966  
11,05,20.9222  
11,06,16.4391  
11,07,13.0669  
11,08,15.4804  
11,09,18.9463  
11,10,21.1147  
11,11,21.7437  
11,12,21.4361  
11,13,18.1702  
11,14,14.5952  
11,15,12.6747  
11,16,14.8718  
11,17,16.5466  
11,18,17.5074  
11,19,18.0681  
11,20,19.3195  
11,21,20.6725  
11,22,20.8385  
11,23,21.1957  
11,24,18.2442  
11,25,14.8955  
11,26,17.9014  
11,27,16.6709  
11,28,14.1148  
11,29,15.3995  
11,30,17.1216  
12,01,19.2977  
12,02,21.2264  
12,03,22.2788  
12,04,22.3959  
12,05,21.5602  
12,06,19.0802  
12,07,18.0301  
12,08,18.9480  
12,09,19.8914  
12,10,20.0299  
12,11,16.1687  
12,12,10.6380  
12,13,12.3961  
12,14,14.5942  
12,15,15.5814  
12,16,15.9872  
12,17,15.6713  
12,18,15.6338  
12,19,17.7219  
12,20,17.7516  
12,21,12.6950  
12,22,10.8631  
12,23,12.8755  
12,24,14.0845  
12,25,13.3677  
12,26,14.3075  
12,27,10.1273  
12,28,9.59908  
12,29,9.33227  
12,30,8.79309  
12,31,11.0430  